id,employee_code,name,email,department_id,current_role_id,experience_years,career_interest_role_id,bio,created_at,updated_at
871be211-c5ee-4705-9d6d-686c8bc06f4a,EMP070,Riley Verma,riley.verma70@novatech.com,1f5712d1-05f3-49a7-9781-886cbd77b69d,63931d8c-5574-4e87-98c4-cb0dc68aba27,7,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,Cybersecurity Analyst with 7 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.317001,2026-09-19T13:04:18.317004
10af4015-5270-4ab5-a450-be7312c62933,EMP071,Neha Gupta,neha.gupta71@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,8,d9b92412-1397-4dc9-b3ec-988ddf659128,Full Stack Developer with 8 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.317184,2026-09-19T13:04:18.317187
748d4076-e606-4ced-98a1-e902191bb47b,EMP072,Jamie Chopra,jamie.chopra72@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,95f442ab-6dc6-4e2d-83ea-fee81986367d,9,7f868a06-7dcd-45d0-892e-164846104ec3,Product Analyst with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.317394,2026-09-19T13:04:18.317397
97a9952c-4bd6-4c86-b9ad-bc40c63c80c0,EMP073,Kavya Smith,kavya.smith73@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,66730d38-0fa1-47f8-ae80-bde39b1837ee,4,32ab4d66-27f1-4f26-9ad1-a2badfb02cca,Business Analyst with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.317619,2026-09-19T13:04:18.317623
38d018e7-e85c-4774-95f7-1159738dd6df,EMP074,Divya Jones,divya.jones74@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,f8b6ccce-e9f2-41a3-9a09-44e9e7c5368c,6,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,Mobile Developer with 6 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.317827,2026-09-19T13:04:18.317830
422735f2-7393-4a92-8be3-fa68ce24423b,EMP075,Suresh Gupta,suresh.gupta75@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,7ec63567-3e22-41f6-99a6-e7016157aae1,7,f8b6ccce-e9f2-41a3-9a09-44e9e7c5368c,Data Analyst with 7 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.318062,2026-09-19T13:04:18.318065
df0c309f-ddcf-4891-bc34-faefa5b588fd,EMP076,Siddharth Verma,siddharth.verma76@novatech.com,d91ed70e-5509-4074-b041-9dea03aa2b1f,c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,8,9ddb77c4-2a59-431a-82a3-d60f058ddc09,Automation Test Engineer with 8 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.318242,2026-09-19T13:04:18.318245
174774d0-3477-46b6-8e67-74f2da86dbef,EMP077,Sam Nair,sam.nair77@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,f8b6ccce-e9f2-41a3-9a09-44e9e7c5368c,2,785fee39-fa91-451d-8013-3355eb13a0ef,Mobile Developer with 2 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.318489,2026-09-19T13:04:18.318491
c4a71295-cf7b-448a-aa25-8635c899692f,EMP078,Rajesh Brown,rajesh.brown78@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,75c250d6-2771-4448-95bd-80fe2e18df55,9,b7b88761-cd8d-4aeb-96dd-8fe46e30d14d,Backend Developer with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.318689,2026-09-19T13:04:18.318692
e1521996-0557-444b-a09e-1954a95b05be,EMP079,Ananya Bhasin,ananya.bhasin79@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,9ddb77c4-2a59-431a-82a3-d60f058ddc09,4,9ddb77c4-2a59-431a-82a3-d60f058ddc09,Software Engineer with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.318971,2026-09-19T13:04:18.318974
6e8ee2d8-596e-48d2-a715-b59b040e64d9,EMP080,Kavya Joshi,kavya.joshi80@novatech.com,1f5712d1-05f3-49a7-9781-886cbd77b69d,4dede0c2-01a5-43cd-931e-39778cc5ba19,9,bf0b1afe-44e6-4f60-9b56-a93621ccbf86,Security Engineer with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.319243,2026-09-19T13:04:18.319246
721009c8-f69c-418a-81af-4bc134974563,EMP081,Neha Patel,neha.patel81@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,043abe9c-54a8-4867-ab76-c4261fbfd3c5,6,d9b92412-1397-4dc9-b3ec-988ddf659128,Data Engineer with 6 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.319516,2026-09-19T13:04:18.319519
2918579a-aa13-4331-9697-957bec0a0e4a,EMP082,Sneha Deshmukh,sneha.deshmukh82@novatech.com,d91ed70e-5509-4074-b041-9dea03aa2b1f,c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,4,db9a8d16-06ee-4152-94e6-d1d0f73c9224,Automation Test Engineer with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.319752,2026-09-19T13:04:18.319755
b7e3a441-015a-481d-a64b-ff32d0080f84,EMP083,Sneha Mehta,sneha.mehta83@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,7ec63567-3e22-41f6-99a6-e7016157aae1,3,b7b88761-cd8d-4aeb-96dd-8fe46e30d14d,Data Analyst with 3 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.319941,2026-09-19T13:04:18.319944
e12846ff-3426-4ce3-ba39-808b5a608ea2,EMP084,Aditya Jones,aditya.jones84@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,95f442ab-6dc6-4e2d-83ea-fee81986367d,9,ad25a7ae-6f52-401e-9428-6ca36523a8df,Product Analyst with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.320192,2026-09-19T13:04:18.320194
b65cc510-dd85-4bd6-b8d9-55cb1df316de,EMP085,Nisha Smith,nisha.smith85@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,7f868a06-7dcd-45d0-892e-164846104ec3,4,ad25a7ae-6f52-401e-9428-6ca36523a8df,Data Scientist with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.320363,2026-09-19T13:04:18.320366
6ebf6786-0ea1-4c5f-824a-1c45094bcfea,EMP086,Karan Sharma,karan.sharma86@novatech.com,1f5712d1-05f3-49a7-9781-886cbd77b69d,32ab4d66-27f1-4f26-9ad1-a2badfb02cca,11,c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,Cloud Security Engineer with 11 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.320648,2026-09-19T13:04:18.320651
865834ac-cf65-4d53-b53f-20358b2a613a,EMP087,Rajesh Johnson,rajesh.johnson87@novatech.com,9d88fcbe-41e2-4b2c-8ae3-edea8edbffa9,785fee39-fa91-451d-8013-3355eb13a0ef,4,785fee39-fa91-451d-8013-3355eb13a0ef,MLOps Engineer with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.320899,2026-09-19T13:04:18.320902
cadad437-fa64-499a-8495-062731233477,EMP088,Sam Mehta,sam.mehta88@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,d9b92412-1397-4dc9-b3ec-988ddf659128,9,95f442ab-6dc6-4e2d-83ea-fee81986367d,Machine Learning Engineer with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.321162,2026-09-19T13:04:18.321165
ab4b737e-1705-463e-a9da-d468aa42ae5f,EMP089,Pat Gupta,pat.gupta89@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,7,ad25a7ae-6f52-401e-9428-6ca36523a8df,Full Stack Developer with 7 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.321374,2026-09-19T13:04:18.321378
5186ef51-263e-4947-8016-72c4cbbce0ca,EMP090,Suresh Nair,suresh.nair90@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,75c250d6-2771-4448-95bd-80fe2e18df55,9,b7b88761-cd8d-4aeb-96dd-8fe46e30d14d,Backend Developer with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.321641,2026-09-19T13:04:18.321644
0f1ffef1-9033-46e2-9a7f-7800c5b806b5,EMP091,Riley Deshmukh,riley.deshmukh91@novatech.com,1f5712d1-05f3-49a7-9781-886cbd77b69d,32ab4d66-27f1-4f26-9ad1-a2badfb02cca,7,785fee39-fa91-451d-8013-3355eb13a0ef,Cloud Security Engineer with 7 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.321927,2026-09-19T13:04:18.321930
d9afe184-ae36-4e55-86e4-7ce7e2dc445a,EMP092,Ritu Verma,ritu.verma92@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,f8b6ccce-e9f2-41a3-9a09-44e9e7c5368c,8,66730d38-0fa1-47f8-ae80-bde39b1837ee,Mobile Developer with 8 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.322167,2026-09-19T13:04:18.322170
108943a4-5591-4c8e-b49e-a78192d20d9e,EMP093,Morgan Johnson,morgan.johnson93@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,95f442ab-6dc6-4e2d-83ea-fee81986367d,10,db9a8d16-06ee-4152-94e6-d1d0f73c9224,Product Analyst with 10 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.322425,2026-09-19T13:04:18.322428
1a401d12-1f70-4b5e-b0e1-e17adce507b8,EMP094,Priya Patel,priya.patel94@novatech.com,9d88fcbe-41e2-4b2c-8ae3-edea8edbffa9,785fee39-fa91-451d-8013-3355eb13a0ef,10,1c7dafae-4abc-44f0-8097-f71335d087d2,MLOps Engineer with 10 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.322646,2026-09-19T13:04:18.322649
84c779d6-f8c9-4919-8085-aa721f6c8b98,EMP095,Jamie Patel,jamie.patel95@novatech.com,d91ed70e-5509-4074-b041-9dea03aa2b1f,c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,10,f8b6ccce-e9f2-41a3-9a09-44e9e7c5368c,Automation Test Engineer with 10 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.322934,2026-09-19T13:04:18.322937
e349b2e3-b21a-41cf-9190-51dbb1f85cb5,EMP096,Neha Mehta,neha.mehta96@novatech.com,9d88fcbe-41e2-4b2c-8ae3-edea8edbffa9,9629bc55-0f35-4fea-a21a-f9e62ddcf8a3,10,95f442ab-6dc6-4e2d-83ea-fee81986367d,DevOps Engineer with 10 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.323182,2026-09-19T13:04:18.323185
9971b3bd-707b-48d3-89e0-5a3f73e9a8bb,EMP097,Morgan Brown,morgan.brown97@novatech.com,d91ed70e-5509-4074-b041-9dea03aa2b1f,c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,6,b7b88761-cd8d-4aeb-96dd-8fe46e30d14d,Automation Test Engineer with 6 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.323492,2026-09-19T13:04:18.323495
d95c9534-cd43-495c-80f6-b6fcc44c93ce,EMP098,Karan Deshmukh,karan.deshmukh98@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,043abe9c-54a8-4867-ab76-c4261fbfd3c5,4,63931d8c-5574-4e87-98c4-cb0dc68aba27,Data Engineer with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.323674,2026-09-19T13:04:18.323677
d868370d-82ad-4c4a-857f-7e8339f59841,EMP099,Priya Reddy,priya.reddy99@novatech.com,1f5712d1-05f3-49a7-9781-886cbd77b69d,4dede0c2-01a5-43cd-931e-39778cc5ba19,5,785fee39-fa91-451d-8013-3355eb13a0ef,Security Engineer with 5 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.325328,2026-09-19T13:04:18.325330
2a3014fa-df34-4881-a735-57691d546152,EMP100,Ananya Deshmukh,ananya.deshmukh100@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,b7b88761-cd8d-4aeb-96dd-8fe46e30d14d,9,32ab4d66-27f1-4f26-9ad1-a2badfb02cca,Product Manager with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.325439,2026-09-19T13:04:18.325440
